hour_of_day,day_of_week,month,is_weekend,patient_age,patient_sex,imd_quintile,comorbidity_count,previous_ed_visits_12m,re_attendance_72h,arrival_mode,pre_alert_received,chief_complaint,triage_category,news2_score,nhs_trust,ics_region,trust_type,bed_occupancy_pct,beds_available,staff_ratio,daily_ed_attendance,shift_total_arrivals,shift_ambulance_arrivals,ambulance_handover_delay_min,handover_breach_gt30min,wait_time_to_assessment_min,ed_los_min,boarding_delay_min,queue_length_estimate,capacity_pressure_index,patient_acuity_score,wait_equity_delta_min,deteriorated_in_ed,admitted,occ_x_triage,wait_per_staff,acuity_x_cpi,los_over_threshold,night_high_occ,ambul_handover_stress,is_winter,boarding_per_los
-0.05660296,-0.19738387,-0.126689,0.09929162,-0.023651041,0.052701406,-0.050418615,0.047542553,0.027741075,-0.20384467,-0.25178555,0.005322829,-0.012465752,-0.52526397,0.17491649,-0.48746562,0.054059703,0.15350965,-0.97321826,-0.13448916,-0.38209558,-0.058842324,0.25945702,-0.053652305,0.07277287,0.06738472,1.4866987,-0.1820425,-0.72740096,0.9689004,0.0643544,-0.43840468,0.09317659,0.0012577391,-0.14214978,0.93087506,0.49814683,-0.15625721,-0.59935766,-0.00024213285,-0.0070419116,-0.013599738,-0.11110918
0.017639032,-0.12061386,-0.050499186,0.116100416,0.021524737,0.129908,0.08669787,0.04356179,0.0141405165,0.009995307,0.34059566,0.018945795,-0.10074774,-0.21746936,0.17418613,0.06194607,0.19214307,-0.62455475,0.4507532,0.08864876,-0.31686902,0.025372146,-0.14255095,0.022709,0.45060354,0.058032606,-0.10260858,-0.18676566,0.4036951,-1.5357379,-0.10517667,-0.91878814,-0.021062607,0.0026214013,0.06454878,-0.022152444,-0.10463001,-0.36604723,-0.29817608,-0.00052725844,-0.038972713,0.17588219,0.092548326
0.021141691,-0.15298147,-0.30563805,0.100532815,-0.028350633,0.08115203,0.0789801,0.07000885,0.0068331426,0.0068749157,0.2591257,0.019767724,-0.09106105,0.32337138,0.12106118,-0.5042325,-0.042900763,0.16331121,0.45704883,-0.05076454,0.06411574,-0.005036472,0.23782636,-0.019151071,0.20634086,0.06058476,-0.7059251,-0.9169289,1.4190345,1.6063871,-0.12777618,-0.37297595,0.008899143,0.0035022285,-0.22358504,-1.6628795,-0.37739742,-0.35637537,-0.6299032,-8.4827436e-05,-0.0051232236,-0.030886397,0.085656025
0.022490416,-0.08988378,-0.27563187,0.10283292,0.013452506,0.052539423,0.015893351,0.036851197,0.042643283,0.008774201,0.1810367,0.016897008,0.011692376,1.7045624,-0.11619331,0.08778466,-0.02438559,-0.27234566,-0.74534744,0.34455368,-0.28474018,-0.032077946,-0.05074448,-0.0028063613,-0.664557,0.06684176,-0.23944664,0.69738066,-0.012896666,1.8305514,-0.010250193,1.0435015,-0.028143952,0.0048963954,-0.1425641,-0.7094037,-0.09183289,0.6900616,1.035334,-8.763709e-05,-0.002751198,0.021680033,0.0022526034
-0.0043129977,-0.1823176,-0.2796209,0.0970139,-0.017299252,0.10019923,0.09647173,-0.06814268,-0.017823756,0.0048728134,0.31884485,0.016182788,0.032048296,0.1760765,-0.027496453,-0.4721336,0.07130834,0.1704504,0.030923408,0.2970462,-0.012670599,0.024551027,0.229321,0.030350959,-0.84430826,0.067042224,0.23924167,0.15352643,-0.42650372,3.10082,0.022325408,0.53099746,-0.034655437,0.003278577,-0.2657401,-1.2254655,-0.1365391,0.3294291,0.19752485,-6.2260224e-05,-0.0028586474,-0.01322707,-0.047108628
0.0060935714,0.19307706,0.6082674,-0.021568228,0.041497566,-0.10531472,-0.10180942,0.0493021,0.0147608165,0.010026949,-0.42809448,0.0032476303,0.019296205,-0.15426092,0.17169617,-0.04205391,-0.16171657,0.10739788,0.32774585,0.40726218,-0.04498638,0.050541956,-0.15196088,-0.00860111,1.4793173,0.008209277,-0.18387367,-0.15526947,0.32843062,2.0790513,-0.0049835676,-0.53339446,0.03505678,0.002742303,0.027365819,0.07979317,-0.08004596,-0.22061625,-0.31442153,-5.8015787e-05,-0.036869235,-0.07680183,0.03965661
0.04410972,-0.13981739,-0.16635299,0.09716794,0.00012727444,0.08590378,-0.122977935,0.008300441,0.049168542,0.009295098,-0.24797127,0.0067428406,-0.17667904,-0.73751044,0.16965786,-0.013120066,-0.21331777,0.085449465,-0.18148008,-0.32859564,-0.14026293,-0.17453456,0.00865079,0.005997405,-0.6710818,0.08260029,-0.19084649,-0.19957787,-0.43311176,-1.2589594,0.0977824,-0.35337597,0.103268035,0.00368781,-0.22064388,1.059316,0.19649333,-0.11152313,-0.40475696,-0.0005136623,-0.009996451,0.037424017,-0.019364433
-0.12061056,-0.06714571,-0.28209975,0.091390066,0.0264712,0.13995346,0.026322484,-0.2001939,0.036501862,0.010413345,-0.27486575,0.0070499172,0.07299712,0.048985265,0.04912567,0.06236834,-0.15584296,0.02501462,0.21595262,-0.29418612,0.13905443,-0.0081991535,0.21837534,-0.11788583,-0.5630345,0.07685431,-0.119748406,0.18596198,-0.579123,-1.3800547,0.90593183,0.4370474,0.07748571,0.0048312526,0.0683704,-1.2721827,0.34273583,0.4719067,0.2794861,-0.00023772017,-0.004999748,0.015913296,-0.03487959
0.0043192673,-0.19492725,0.40265167,0.12378688,0.023083325,-0.093608394,-0.0962196,0.059790622,-0.0862763,0.0065808515,-0.2025578,0.0042077806,-0.101947635,0.21031158,-0.1901235,0.10030632,0.17026962,-0.39728618,0.40410894,0.38985723,-0.3023628,-0.012847093,0.017844055,0.026975106,-0.3115886,0.06367248,-0.061439745,0.4770768,0.11711532,3.2840014,0.055237655,0.44267908,0.049559526,-0.058688864,-0.11254495,-0.83998233,-0.012307565,0.41240448,0.39358374,-0.00011169732,-0.03538479,-0.13966127,0.011262698
0.001546539,-0.14728585,-0.1659793,0.10590379,-0.011818325,0.11712677,0.06639912,-0.090415895,0.02802717,0.010746431,0.28175738,0.023244046,0.053621076,-0.3022352,0.104774654,0.08619594,0.18361156,-0.68700844,0.27387515,0.1896921,-0.00993202,0.0350482,-0.05615039,-0.017435675,-0.7914672,0.065585695,0.10064768,0.4491542,-0.14539884,0.7714737,-0.12676848,-0.40756264,-0.05451768,0.0056553804,0.06967232,-0.04826645,-0.10564313,-0.31880113,0.566011,-0.00011229502,-0.0035601216,0.025847567,-0.013295233
0.03569432,-0.13437216,-0.18687046,0.102529995,-0.0062596845,-0.16096662,-0.021144712,0.004847972,0.03163705,-0.26157606,0.23829703,-0.22134264,-0.00021254626,0.92255646,-0.23374781,-0.44785464,0.06365342,0.17630121,0.5813135,0.3285855,-0.14742577,0.004429294,-0.03132452,0.033074696,0.34567797,0.06628853,-0.62099206,-1.1370786,0.5386516,2.6962335,0.01569528,0.69326985,-0.0580881,0.0035509786,0.038024724,-1.0234689,-0.17086942,0.5422493,-0.9299038,-4.8600312e-05,-0.0034644222,-0.003514596,0.08537322
0.027288679,-0.126937,-0.12085413,0.09633553,-0.017719151,-0.14023097,0.032412313,0.07396381,0.032587513,0.004229059,-0.3854659,0.0056922045,-0.08838732,0.24293938,0.15863536,0.20921235,0.15864487,-0.50896835,-0.44951883,-0.05027031,-0.25169858,0.011239343,-0.17205316,-0.05344031,1.289621,0.027889112,-0.7691214,-0.2702176,-0.78822684,-1.4282031,-0.14309059,-0.34915048,-0.045236483,0.0052668196,0.035739895,-1.8471837,-0.24932875,-0.4042683,-0.4422772,-7.7673234e-05,-0.00787594,-0.090574384,-0.029554024
0.019211685,-0.20789534,0.66814256,0.11536843,0.018219102,-0.08341617,0.04959478,0.07252067,0.035814997,0.005054547,-0.20201153,0.004288692,0.033472467,-0.30538702,-0.08927537,0.049525898,0.15658823,-0.5120425,-1.0919217,-0.15548792,-0.2183815,-0.07511833,-0.17413615,-0.00990259,-0.4454264,0.07024548,0.6840806,0.28060833,0.15909576,-1.6579458,-0.08886497,-0.26453453,-0.03970446,0.004557233,0.04040967,-0.14335926,0.10947178,-0.3173849,0.3395908,-0.00012602708,-0.042535648,-0.13706884,0.026560072
0.021069614,0.074628875,-0.4326292,-0.03220932,-0.00442887,-0.11670013,0.022889802,-0.06284658,0.04107941,0.0067525483,-0.20877536,0.0049567535,-0.1398405,0.06616885,-0.1517281,-0.26905897,-0.03418912,0.1567183,-0.87759185,0.070754774,-0.37308046,-0.012614759,-0.1848459,-0.044601396,-0.28603145,0.07831148,-0.114906214,0.3207133,-0.80640775,-0.9393008,-0.057647713,0.26942238,0.04881402,0.0036984473,0.023463426,-1.4839846,-0.079273656,0.1964647,0.34137607,-0.0004992325,-0.007129668,-0.034049466,-0.0649335
-0.118885286,0.11103629,0.64779145,-0.0235628,-0.076552354,0.0012408171,0.019283378,0.05736939,0.0060845176,0.0042839516,-0.33382747,0.004838024,-0.15261021,-0.22554858,0.17496978,0.08318653,0.19429511,-0.41621196,-0.15150012,-0.197243,3.0086443,-0.020694073,-0.14286321,-0.0036850255,1.1069586,0.0047665606,0.2560261,-0.035358094,-0.2940695,-1.1559172,0.21390128,-0.7399446,-0.050502352,0.0011360971,0.020439172,-0.08862455,0.5042421,-0.07550849,-0.077875786,-0.0005319686,-0.0376963,-0.085633576,-0.027989348
-0.0047658975,0.27020252,-0.038047355,-0.023148445,0.016957462,0.05823429,0.05569289,0.08916842,0.0124692535,0.01210137,0.349984,0.008637792,0.06787736,-0.22853677,0.16156621,-1.0858532,0.377155,0.21497488,0.21082096,0.13363102,-0.09308315,0.047318246,-0.24078606,0.015062934,-0.62015325,0.061987076,0.6939102,0.46987817,-0.15376554,1.2603567,-0.057899326,-0.86446106,-0.07119174,0.002596812,0.06419218,-0.030851593,0.12169243,-0.39006028,0.51077545,-8.965928e-05,-0.026888119,0.23435454,-0.0021419395
-0.0014777394,-0.25831062,-0.11809538,0.101355284,0.0076892166,0.08890014,-0.082403146,0.073490396,0.019472353,0.0089348955,-0.2673113,0.006300765,-0.12694216,-0.22477922,-0.10077786,-0.09018246,-0.2048553,0.07811861,0.39384,0.30870137,-0.2510382,0.011963382,-0.020136537,-0.019701313,0.081254415,0.06585844,0.79805124,0.07218022,0.36134204,2.5015688,0.0046820985,-0.18456192,0.042483438,0.005062378,0.065323375,0.25314787,0.23303266,0.0015266867,0.13540912,-9.839241e-05,-0.004186779,0.014967908,0.06751372
0.030794995,-0.11860165,-0.26887035,0.09166834,-0.022683105,-0.23777486,-0.066626415,0.018745862,-0.22384049,0.0059609907,0.28374028,0.019978644,0.058272433,0.99408543,-0.33901337,0.17808974,0.16292557,-0.5858409,0.56610113,-0.12855768,-0.56777865,0.016217617,-0.0492363,0.03354871,0.14909661,0.06876761,-0.046790432,-0.8621141,1.5126548,-1.2220039,-0.12225079,0.80780745,0.067376025,0.0048800036,0.060962576,-1.0747133,0.27037194,0.32577145,-1.0325613,0.0052103763,-0.0058846693,0.009668348,0.12404405
0.0023684523,-0.20961708,-0.3807342,0.10465574,0.033266228,0.11818709,0.013005179,0.004435278,0.01641067,0.0094007505,0.20052084,0.019324841,0.052452184,1.885633,-0.17372178,-0.030168777,0.15112495,-0.61893916,-0.21349987,-0.45682642,-0.42560595,-0.07059477,-0.08840961,0.025515256,-0.25504997,0.0754897,-1.0602334,0.25473383,-0.83853596,-1.2318823,-0.12099867,0.71608233,-0.06894444,0.0058367443,0.06380411,-0.8079519,-0.29307863,0.36161292,0.48364705,-9.44692e-05,-0.005351967,-0.0026277816,-0.09580882
-0.0045981435,-0.28102934,-0.07627967,0.108973145,0.011838234,0.07272726,-0.04236358,0.08808527,0.027753292,0.00814195,-0.21382642,0.005946198,-0.11597416,-0.1464968,0.1515567,-0.64830077,0.4063255,0.18544593,-0.047398917,0.103679724,-0.3383046,-0.1165033,-0.24067791,-0.026904412,-0.7461685,0.07105199,1.3582505,-0.9118717,0.20278141,-0.69587207,-0.13738047,-0.79484475,0.01192995,0.0003215358,-0.26246548,-0.1682175,0.2609331,-0.30867317,-0.6948918,-0.0006352295,-0.03661823,0.22114077,0.01156745
0.017972214,0.2034941,-0.3827292,-0.03319571,0.013891273,-0.15353967,0.023779122,0.075458944,-0.025927672,0.0030601022,-0.23089916,0.0058256295,-0.10807702,-0.28626037,0.18799976,-0.41319007,0.10245505,0.17614092,-0.41118285,0.06334703,-0.44921356,0.0114093935,-0.26705226,0.030419782,-1.0452338,0.08110246,0.25836256,-0.09661487,-0.8417768,-1.5999267,-0.24902937,-0.7963258,-0.031495307,-0.13468954,0.010611347,-0.21687001,0.24585284,-0.46527055,-0.0020009652,-0.00010475475,-0.008425024,0.014378358,-0.08109297
-0.0002878376,-0.31649318,0.62901294,0.09758892,-0.0057405913,0.06994765,-0.20481156,0.11525781,0.031148547,0.0070190364,-0.25099233,0.004305757,-0.15163973,0.11538254,-0.35259563,-0.06339455,-0.2019823,0.080441855,-0.13010502,0.22128104,-0.07202379,-0.048494246,0.496127,-0.008505078,-0.36088273,0.06527079,-0.91068166,0.54707277,-0.4359555,2.8071756,0.13530941,-0.14751868,0.066789605,0.0028637827,-0.13827561,-1.2972527,-0.20824353,0.13431847,0.5434178,-9.033932e-05,-0.032289296,-0.17919317,-0.032966044
-0.029967474,-0.20391524,-0.09169868,0.10652074,0.012429179,0.08659398,-0.030825144,0.074681,0.011348397,0.009743591,0.29234332,0.020093756,0.024736954,-0.15781955,0.16735034,0.24692152,0.15276353,-0.6101887,-1.0244797,0.40970933,-0.07952326,-0.040827718,0.075724125,-0.042676203,-0.73046553,0.061876282,-0.06246023,-0.6450402,-0.065654844,3.011266,-0.086905524,-0.7720125,0.046748284,0.004045066,0.054224197,-0.03240987,-0.20786068,-0.39341858,-0.5699302,-6.451799e-05,-0.004877589,0.018091977,0.041286852
-0.00013843115,0.1371695,-0.14801316,-0.041004058,-0.03640466,-0.12368592,0.041046824,0.063221045,0.016887078,-0.14191812,-0.27402973,0.0060563018,0.028967349,0.9234728,-0.35404092,-0.44799542,0.05271382,0.16429774,0.4718147,0.018279793,-0.41139394,0.011342245,-0.008233235,-0.042184908,1.74138,0.0070257448,0.6613439,-0.9892737,0.33313352,-0.2272994,0.031672444,0.36783478,-0.17695712,0.0028719222,0.043408386,-1.2620232,0.20322636,0.26023293,-1.010402,-0.0001915496,0.029692108,-0.01848279,0.02064658
-0.22009121,0.24072912,0.5437233,-0.02622117,0.025907507,-0.113919735,0.035318628,0.01868358,0.024908789,0.004363415,-0.20870656,0.0055086734,-0.1095717,-0.32729033,-0.29607093,0.05453493,-0.15048613,0.032425527,0.13674648,-0.009595303,3.577914,0.043873906,-0.2589718,-0.008116541,0.16655423,0.06760125,0.14331877,0.18824399,0.22078511,-1.0786072,0.13421212,0.2972092,0.10238732,0.0024779618,0.028749002,0.05327865,0.3811614,0.2329532,0.09843411,-0.00092661456,-0.035245866,-0.16563337,0.025177445
-0.023281058,0.14652142,-0.2473502,-0.028577032,0.07779803,-0.1319205,-0.07239724,-0.08260703,-0.2753781,0.0067684483,-0.25898165,0.004842697,0.04269757,-0.739977,-0.035406187,-0.7183705,0.33866155,0.18514739,-0.35669136,0.12493531,-0.39490297,0.008764863,-0.19982344,0.03736249,-0.7462551,0.07887078,0.7061455,0.40207678,-0.23400195,-1.5947728,-0.12776804,0.4728125,0.075625025,0.005247328,0.040819164,1.0494049,0.29343605,-0.12145717,0.44907135,-0.00029270648,-0.0054083834,-0.01900947,-0.02575384
-0.014123326,0.16707142,-0.37191847,-0.04169229,-0.00073191075,0.12520048,0.053892314,0.061025117,0.02601418,0.0050449427,0.27437478,0.014285557,0.0212444,-0.24905638,-0.18884268,0.18833394,0.16490887,-0.5080832,-0.4387896,-0.56014335,0.00630428,-0.0039000118,-0.1634449,-0.015931632,-1.3266678,0.07470042,0.6743053,-0.25082666,-0.8676968,-1.5913509,-0.21344504,-0.54637873,-0.068855934,0.005940532,0.07007735,-0.1487966,-0.13894618,-0.41852877,-0.362683,-0.00012861403,-0.008614898,-0.022208218,-0.038442682
-0.037592404,-0.21099144,-0.14579469,0.092944264,0.013456686,-0.23921706,0.0034362727,0.07995799,0.03096232,0.0076907948,0.25698507,0.021566637,0.0055310414,-0.28028026,0.1533928,0.018759282,-0.21810973,0.10879417,-0.16529988,-0.30942953,-0.28251207,0.014202433,0.11856108,-0.018000303,-0.5270553,0.07957286,0.4958654,-0.0535834,0.38949355,-1.5706016,-0.009466937,-0.9315616,-0.024758196,0.005466735,0.07946727,-0.17334965,0.12016483,-0.33038646,0.014360463,-0.00013042126,-0.007712814,0.047818474,0.04618548
0.012448966,0.19951871,-0.35599184,-0.057313185,0.0022857154,-0.15296812,-0.0344155,0.098025665,0.037688978,0.0057072304,0.2565383,0.01170769,-0.016353784,0.15777992,-0.33608523,-0.010955172,-0.14994255,0.09914105,-0.28513712,-0.076827705,-0.09867799,-0.040595565,-0.19564813,0.0034182707,-0.9898433,0.06978785,-0.39424375,-0.51148766,-0.9015646,-1.6079361,-0.11325599,0.009779075,0.089239284,0.004314951,-0.22000314,-1.4396814,-0.28281742,-0.15325317,-0.71959645,-0.0001071129,-0.014125837,-0.041567802,-0.11305052
-0.06495382,0.06884014,-0.08817291,-0.04224378,-0.03797751,-0.17321448,0.07674347,-0.10311567,0.033081383,0.006086249,0.1746735,0.013659929,0.028402474,0.14064798,-0.10784841,0.12455192,0.066403024,-0.47748414,0.41503495,0.1038047,-0.07341973,0.005554672,-0.20043474,-0.012375522,-0.4709413,0.07548727,-0.88450193,-0.3402737,0.0073990687,-1.592476,-0.31660122,0.36138508,-0.10891499,0.0066571455,0.048457365,-1.2765199,-0.35118237,0.020306572,-0.49185994,-0.00011591807,-0.008374595,-0.003499704,-0.0019998662
0.032956533,0.038980924,-0.22563079,-0.033014927,-0.04713468,-0.097795516,-0.00032351498,0.058062024,0.042312477,0.0076085315,-0.20322353,0.0052914387,0.021041712,1.0869794,-0.37976104,-0.37442097,-0.04864994,0.171182,0.19712886,-0.18804713,-0.53530383,-0.03230879,-0.1263415,0.011775654,-0.7451913,0.078484416,-0.7068263,-1.0005751,0.2274767,-1.4105672,-0.1415129,0.30897215,-0.051363256,0.0061714672,-0.18216762,-1.286791,-0.24069013,0.15705141,-1.2108873,-6.7987035e-05,-0.009055247,-0.003529393,-0.01975677
0.03017438,-0.4102404,0.32326412,0.09224913,-0.022381496,-0.12087032,0.05637053,0.020367352,0.0034783864,0.00726148,-0.15269315,0.004363534,-0.13402972,-0.5329328,0.09920021,-0.6746485,0.2637076,0.11348919,0.14812414,0.35457024,-0.30603382,0.01748142,0.32270664,-0.04885326,-0.026416168,0.061755612,0.8549619,0.64979154,-0.35524172,2.9559205,0.09524105,-0.28304112,-0.0038345444,-0.0456959,0.013227726,0.9837542,0.27201232,-0.10001176,0.60414517,-0.0002821288,-0.02999009,-0.047056943,-0.013689962
0.058006078,-0.26287532,0.31507272,0.119334646,0.027731398,-0.117933504,0.04166357,0.061213385,0.011920411,0.003940621,-0.25771782,0.007852816,-0.20242822,-0.20745231,0.11877569,0.13458844,0.06098091,-0.3366635,0.23908587,-0.5494024,3.3300946,0.033383112,-0.037126232,0.00456765,0.10151213,0.0691888,-0.11579662,-0.72299355,0.38025486,-1.1598688,0.6053659,-0.75477564,-0.04142318,0.0007195281,0.019334525,-0.010664006,0.36112788,-0.0894933,-0.4999308,-0.00065244304,-0.03846518,-0.21158819,0.031918775
0.051087644,-0.23708908,0.6938204,0.1149962,0.0348551,-0.07315744,-0.08641416,0.01774129,0.026815597,0.0042165853,-0.23795539,0.0041420846,-0.11101862,-0.7495224,0.106407784,-0.28308555,0.008859495,0.12221706,-0.9930515,-0.22419265,-0.25144354,0.0043117483,-0.17332219,0.0108932555,-0.6508872,0.066960834,-0.1511531,0.23075318,-0.8491032,-1.5147132,-0.13403897,-0.41233647,0.03805131,0.0029018559,0.008372257,0.9833537,-0.16329314,-0.35905764,0.3169,-0.0006833645,-0.05131883,-0.15870914,-0.08217422
-0.0451118,-0.21959761,-0.03702003,0.10505067,0.08216406,-0.11409376,0.041090842,0.022619905,-0.17515783,0.004683139,-0.23575732,0.0060821944,0.034682915,-0.63667965,0.14303808,0.12148806,0.20698981,-0.39744103,-0.9974304,0.12026476,-0.113061294,-0.040934805,-0.05195961,-0.02688552,-0.8379515,0.06918452,0.30309406,-0.29094654,-0.58806217,-0.2324221,-0.1182753,0.10319295,-0.00814289,0.0036095295,0.027808838,0.78476286,-0.10167716,-0.2483416,-0.49978814,-0.000101731246,-0.008621215,0.015217189,-0.004957651
-0.24911675,-0.11550781,0.09629482,0.10085751,0.115435794,0.06758949,-0.06147595,0.0837348,0.021625534,0.004724848,-0.4866652,0.005381282,-0.10517224,-0.20116699,0.004973613,-0.5003028,0.06563039,0.17729697,0.71054465,-0.4160509,-0.24368933,0.019456705,-0.10295301,0.006484025,1.2480738,0.0017712557,-0.012880705,0.13958055,0.63085586,-1.0647985,-0.06179477,0.017271215,0.014517843,0.003142483,0.045215745,1.2279916,-0.050390866,0.009978799,0.29131597,0.024800241,-0.026347546,0.24828732,0.050370034
-0.008464596,-0.08371804,-0.20706058,0.1053812,0.04539351,-0.17058009,0.036948174,0.07321317,0.042053953,0.008578082,-0.28061587,0.006805126,0.049088743,-0.22239517,0.17388959,0.06548906,-0.18805687,0.044331282,0.09554219,-0.2705035,-0.39995039,0.04139658,-0.0961054,0.02121522,0.17774038,0.08144665,-0.34183973,-0.73135793,-0.48556954,-1.5773154,0.007361442,-0.67837244,-0.04673491,0.004113433,-0.19965371,0.10297667,-0.12745346,-0.31077316,-0.7362184,-9.487329e-05,-0.016996441,0.03799087,0.013424585
